vendor_id,year,trip_count_y,week,pickup_datetime,total_amount
DDS,2012.0,23337,11,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23298,12,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23148,13,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23298,14,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23265,15,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23498,16,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23568,17,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23295,18,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23315,19,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23392,20,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23541,21,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23224,22,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23406,23,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23348,24,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23157,25,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23406,26,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23563,27,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23293,28,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23614,29,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23376,30,2009-07-21T09:38:51.580514+00:00,185.0
DDS,2012.0,23412,31,2009-07-21T09:38:51.580514+00:00,185.0
